date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,medianTxValue(USD),medianFee,averageDifficulty,paymentCount,blockSize,blockCount
2017-05-03,1794899714.29,193158237.234,97334,7051804086.22,77.25,141922000.0,29552.65625,77.3135060874,41382,38.625,0.000441,3.39479348815e+14,57849,17102595,5649
2017-05-04,1906581394.15,329004130.739,114877,7279896283.31,79.72,366847008.0,29423.4375,92.4303399622,51346,45.0228100426,0.000441,3.36420648319e+14,74143,18928062,5649
2017-05-05,2441483543.99,542198208.924,108514,8835826617.59,96.73,331928000.0,29702.03125,84.3533060609,50154,96.7179929051,0.000441,3.49788393854e+14,70871,17993712,5675
2017-05-06,1515390556.9,188824667.096,95014,8672842178.32,94.91,151462000.0,29703.4375,84.3641463875,43007,67.418664452,0.000427326034233,3.49259962791e+14,60430,16659129,5678
2017-05-07,1985604220.38,197754156.542,106631,8945672270.45,97.87,183295008.0,29880.15625,105.733505802,48105,81.1044126083,0.000441,3.53593236178e+14,66815,18994257,5718
2017-05-08,1871889642.43,232365377.795,117509,8572131454.41,93.75,231344000.0,29425.9375,95.6059639505,55811,93.75,0.0004216,3.53828372751e+14,77307,19226000,5640
2017-05-09,1872951046.21,330975205.864,112933,8344661139.24,91.23,363433984.0,29755.0,106.666628386,51934,91.23,0.000441,3.6556965818e+14,71099,19149023,5672
2017-05-10,1748579943.3,207020491.823,109673,8340228747.01,91.15,145602000.0,29614.84375,104.904536929,50606,58.350584,0.000441,3.63678633592e+14,68875,18226277,5648
2017-05-11,2100907149.3,190921793.151,117189,8216152556.22,89.77,132722000.0,29734.53125,109.393380227,52791,35.4016963545,0.000441,3.69261726304e+14,72872,19111415,5702
2017-05-12,1676513899.15,215912332.825,107241,8187309624.8,89.43,145824992.0,29889.6875,109.060373522,47118,47.9422443126,0.000454114942113,3.79250622293e+14,64887,17941711,5688
2017-05-13,1210756343.16,98459434.5177,101332,8122171084.07,88.69,88742200.0,29253.28125,106.923588255,42640,33.5172715012,0.000461566374906,3.78491084797e+14,57325,17136980,5591
2017-05-14,1174624731.14,186635007.844,101348,8324477292.35,90.87,66046600.0,28217.5,106.379136617,44543,40.1025739296,0.00045356,4.04778572992e+14,60712,16964548,5402
2017-05-15,1628986860.99,246216036.878,122792,8319578009.63,90.78,170999008.0,28462.34375,132.123398808,52284,24.4434585627,0.000462,4.14047745749e+14,71895,20693161,5401
2017-05-16,2066619672.07,198533919.325,116341,8469141040.24,92.39,152284992.0,28717.96875,137.143767604,51988,54.6101666851,0.000458,4.17079615833e+14,69881,19884101,5457
2017-05-17,1437441717.23,405751442.552,140135,8184012620.56,89.25,183031008.0,27898.90625,220.21943719,59673,88.693824345,0.000501409352199,4.08103955236e+14,80493,22923889,5325
2017-05-18,906290175.435,186558893.702,137409,8240321479.24,89.84,196236992.0,28480.78125,158.498593267,59136,31.3401602328,0.000462,4.14448297047e+14,80822,23186801,5462
2017-05-19,1592409569.58,420424972.942,161568,8904528880.23,97.05,626945024.0,28381.25,173.985855406,72168,66.2912917414,0.000441,4.31650025953e+14,102330,26042096,5424
2017-05-20,1333990065.36,266681372.659,130912,11860263385.9,129.22,331455008.0,28652.03125,155.579769682,52744,33.5740088866,0.000458,4.39714321376e+14,77026,22937331,5489
2017-05-21,1788196177.91,502858655.865,149699,11709407128.1,127.54,570361024.0,28654.0625,160.523136918,60759,36.9866,0.0004589,4.51327099501e+14,85787,24934577,5437
2017-05-22,4361783177.21,814430486.689,176255,14526439643.3,158.17,1188909952.0,28769.21875,182.632419995,76576,85.3453686,0.000451791369267,4.6310260009e+14,114486,29136060,5468
2017-05-23,2854682760.95,413750470.021,187121,15693192111.2,170.82,530708992.0,28576.09375,253.728642191,84639,66.1567206456,0.000462,4.48716876168e+14,112028,35909385,5419
2017-05-24,3063663176.95,678248364.598,187293,16784709007.8,182.65,561014016.0,28640.625,272.09067931,82373,91.0260290407,0.000465317999958,4.58978033229e+14,111023,36173675,5427
2017-05-25,3013637715.04,753054437.296,183010,17451797602.5,189.85,943636992.0,28838.90625,218.689885039,82061,95.0707241675,0.000465317999958,4.57711429093e+14,115040,32528706,5465
2017-05-26,3133264955.3,714114862.48,169818,16112691120.4,175.22,792457984.0,28963.75,206.055826499,75844,84.2091946197,0.000441,4.5654221759e+14,104839,30531110,5492
2017-05-27,2042000351.64,487765081.556,149450,14700691619.8,159.82,1217059968.0,28775.46875,182.127259991,65465,80.3974624461,0.000445920911751,4.73267747835e+14,88950,27884438,5439
2017-05-28,1687759371.77,365972712.829,155271,14613556744.3,158.82,717971008.0,28823.28125,192.525514182,64124,33.2171411977,0.00045932,4.69177108437e+14,86246,29330685,5453
2017-05-29,1882790775.71,364135622.661,158547,15659084484.2,170.13,718828032.0,29537.34375,192.62455813,69703,55.3494303086,0.000443475564483,4.87713080395e+14,95358,27460457,5579
2017-05-30,2705172512.47,933254256.941,193618,18010315818.6,195.61,1586669952.0,29819.375,319.925871867,84394,85.8836116342,0.000462,5.13216553999e+14,115213,39451502,5581
2017-05-31,5493605928.31,1136369142.92,214126,21328628573.5,231.58,1271600000.0,28748.4375,634.072177123,104710,231.34842,0.000504,5.19723790251e+14,140919,37032042,5412
2017-06-01,4054065979.89,793845049.721,199160,21271564989.3,230.89,812924032.0,28069.375,253.293470844,95854,102.020758493,0.00049275119796,5.6100117769e+14,129692,34509606,5276
2017-06-02,3875800770.29,753338776.7,194911,20485768679.6,222.29,469532000.0,26820.625,291.597841474,80501,46.5505562915,0.000469056095823,5.74505829451e+14,107109,38367548,5087
2017-06-03,3578719097.5,509350563.497,175666,20598908499.4,223.46,427896000.0,27526.40625,228.134695773,79530,79.2599038707,0.000452744332215,5.7574769994e+14,105047,34546600,5206
2017-06-04,3192118016.33,464391046.621,180136,20666405073.9,224.12,753820032.0,27232.5,255.713870928,81765,56.7786381214,0.000504,5.97678402421e+14,104454,33323391,5160
2017-06-05,4392063834.09,671932209.24,190305,22622743003.0,245.26,435660000.0,27789.84375,219.924346992,90496,98.8473315554,0.000462,5.99656274911e+14,119270,33797068,5249
2017-06-06,5230294096.68,651651697.413,200523,22936944177.7,248.6,741553024.0,27483.75,265.075762618,93827,88.253,0.000463262367036,6.15096733616e+14,124545,38401877,5208
2017-06-07,4987511236.07,701959387.437,207180,24389599765.1,264.26,461648992.0,27770.78125,277.963468699,91967,55.9076055297,0.000483,6.32534102306e+14,122539,38704316,5239
2017-06-08,4111178789.15,466015068.591,187700,23817592946.5,257.99,385494016.0,27631.25,239.515279975,87376,57.8098811449,0.000480517127097,6.40654778421e+14,112015,36109080,5209
2017-06-09,4312002844.38,519362673.279,215831,24172064043.9,261.75,557985984.0,27650.0,250.508480829,98491,57.5085507455,0.000450328527432,6.39988327012e+14,131645,39011663,5214
2017-06-10,3385162059.94,804653247.498,213356,26051103219.2,282.01,1611629952.0,28158.75,214.559641124,102905,106.505219833,0.000441,6.62233224481e+14,140758,35148297,5332
2017-06-11,4298048234.64,906891893.832,240490,31305789261.9,338.79,1373219968.0,27926.71875,313.877609553,116207,123.912780058,0.000463298461752,6.82857346035e+14,162736,45421663,5246
2017-06-12,9513491872.16,1825247488.24,292941,31534462226.7,341.16,2882650112.0,28100.625,512.809391034,144433,211.349926643,0.000507381458934,6.76331454424e+14,194465,49494648,5237
2017-06-13,8879699073.96,1371480845.54,280054,36585748946.9,395.69,1717379968.0,28276.09375,294.642099272,140873,137.428794761,0.000471636276384,6.94617337544e+14,188739,46430202,5272
2017-06-14,5673453695.58,1216964706.71,250410,36773236456.5,397.59,1272579968.0,28268.75,254.758374393,125710,124.295708706,0.000447037799355,7.13189048799e+14,170182,42038785,5293
2017-06-15,7695523285.1,1087798084.01,261617,33168844528.2,358.51,2463450112.0,28198.75,279.620592391,128892,150.787708042,0.000468736919742,7.28250481341e+14,175747,43457704,5305
2017-06-16,6774705232.78,759387087.057,248003,33425559298.2,361.18,1096280064.0,28370.9375,257.508486547,116218,84.4814171032,0.000441,7.37124773387e+14,157189,42871543,5336
2017-06-17,3966396494.97,684021833.904,242022,34241809612.7,369.88,904652992.0,28299.0625,238.660364103,114517,84.8616001489,0.000441,7.61529525102e+14,153925,42007824,5279
2017-06-18,3803556773.51,780625335.204,245957,35144526905.4,379.52,904702976.0,28587.5,251.896899622,117715,76.8908344871,0.000441,7.6992264887e+14,160257,42408123,5347
2017-06-19,4328047629.36,877611206.567,286209,34445650482.2,371.86,685171968.0,28632.96875,283.021105676,135921,78.0904392483,0.000441,7.75466020583e+14,177425,47773213,5334
2017-06-20,5571416323.6,1672746775.7,308488,34309715339.1,370.33,1020390016.0,26705.625,720.031462997,151615,370.163506311,0.00056165262888,8.47174003427e+14,202944,45985862,4967
2017-06-21,2230562942.07,1326918706.68,221289,33323993770.4,359.54,1420130048.0,26154.53125,913.388218755,127584,361.74573116,0.00126,8.74308762318e+14,120403,30341647,4898
2017-06-22,3123782439.92,1256117891.88,284225,31311413637.9,337.73,925766976.0,26533.28125,684.94304555,149840,125.27820451,0.00105,8.72419319204e+14,182046,42970292,4944
2017-06-23,3587175046.92,944593459.964,276012,31204112818.9,336.48,593206976.0,26102.5,469.929450423,141003,100.636814985,0.00105,8.8153242254e+14,186869,44611096,4890
2017-06-24,3980981514.0,727575366.03,250570,31690471287.3,341.63,673585024.0,26495.0,640.185604613,129924,105.9053,0.00105,8.88679962205e+14,153442,44128984,4939
2017-06-25,1490702251.78,871291542.635,231135,30014612619.9,323.47,1186880000.0,26383.125,411.721489721,118838,66.8757817915,0.00084,9.04653518657e+14,134941,44232079,4926
2017-06-26,3390108164.61,1262906703.89,316788,28118346042.4,302.95,2081810048.0,26699.0625,875.310976343,161654,154.343628096,0.00078293241117,9.23853229185e+14,217550,47386703,4965
2017-06-27,3426817467.53,927119674.549,252995,25317287132.0,272.69,1973869952.0,26582.34375,332.032513046,131370,61.0755954974,0.000777,9.30359199332e+14,159363,39561292,5001
2017-06-28,3231405198.12,650225448.315,274241,27214373002.6,293.04,2056550016.0,26639.53125,773.236091502,134120,47.8162255933,0.000975413541207,9.50061337461e+14,154617,49635587,4961
2017-06-29,3827024930.72,1180459976.9,263791,30504886248.3,328.37,1508579968.0,27012.03125,466.282393834,128478,58.7973020154,0.000736737810942,9.62749040901e+14,152026,47557845,5027
2017-06-30,3176407166.57,742886265.706,252652,28169484821.9,303.15,1011800000.0,26856.25,352.344502266,125917,60.7421210676,0.00045936,9.72009000388e+14,149380,44317423,5036
2017-07-01,2995174907.75,914227341.401,240465,27267142736.5,293.35,1089200000.0,26680.0,315.74464317,118459,58.5083436155,0.00045932,9.92636469503e+14,138389,40601554,5009
2017-07-02,2094322786.46,565852519.314,248617,25579639032.2,275.12,1123330048.0,26715.46875,317.468243776,116551,35.0216587377,0.00044354216,1.00220838311e+15,138785,42803898,5034
2017-07-03,7321288905.07,800649999.911,302032,26823212355.1,288.41,851408000.0,27131.25,425.920316212,139815,33.3738454008,0.000520216979158,1.01294150666e+15,163860,51240590,5052
2017-07-04,5820713903.2,627272923.362,281465,26252922256.4,282.19,687691008.0,27365.78125,377.047005196,137399,35.3228253653,0.000441,1.02725410761e+15,153902,51449445,5078
2017-07-05,2086591989.27,656803945.651,271606,25414659667.5,273.1,790256000.0,26760.3125,409.09097089,126130,32.772,0.000441,1.02295603026e+15,153485,50319629,4985
2017-07-06,2348118443.57,519785119.057,258791,25022065230.9,268.86,623080000.0,26926.5625,304.771433494,123860,35.0171822576,0.000441,1.03721680857e+15,148666,44555730,5046
2017-07-07,2557834960.19,515199737.768,295389,25167898701.4,270.35,687251968.0,27287.96875,356.29380692,141543,29.858301406,0.000459667947606,1.0381861237e+15,172553,49359741,5084
2017-07-08,1943388315.67,473862192.205,248142,22901877186.0,245.89,754958016.0,27063.28125,360.274207471,114781,28.7925985085,0.000462,1.05596289206e+15,137190,45193658,5087
2017-07-09,948628891.632,311414330.82,225189,23460964056.4,251.82,505118016.0,26943.90625,256.112816522,106757,26.7778689588,0.000471952329723,1.07110752715e+15,126161,35557885,5094
2017-07-10,2798327851.18,741646042.87,302633,22646074026.5,243.01,937219008.0,24433.59375,261.598672524,136601,26.5821931924,0.00042,1.19873494852e+15,179458,48632471,4594
2017-07-11,2980614705.87,908621240.185,291677,19717265091.6,211.52,1440950016.0,23968.125,287.290319404,137155,42.4527721384,0.000446022010497,1.21420279208e+15,167579,47388616,4520
2017-07-12,2735556477.76,675764887.512,283828,18382400446.8,197.15,1241190016.0,23934.21875,330.33422877,132086,25.6204244477,0.00044667804594,1.18595851438e+15,158784,48403498,4509
2017-07-13,5304686613.5,833130334.967,260745,21619574493.8,231.81,828489024.0,23775.3125,327.42187989,117890,23.4164962059,0.000441,1.20794460341e+15,140181,48168597,4512
2017-07-14,5368461350.13,673885234.418,249381,19546542927.9,209.53,749382016.0,23771.25,275.880608776,116171,26.7670504492,0.00042,1.18255571499e+15,142917,45199290,4502
2017-07-15,5025524457.03,687061786.391,231961,18635644723.5,199.71,810451968.0,24148.59375,288.040626935,107888,39.7650217075,0.000462,1.20794499899e+15,134142,40264684,4603
2017-07-16,4569387581.66,979813259.927,249138,15827081043.2,169.57,1516889984.0,24009.6875,276.731320515,114300,27.8097791456,0.000441,1.24378195546e+15,143574,42202748,4575
2017-07-17,3791199507.48,540300767.366,248473,14936703212.1,159.99,1669500032.0,23518.28125,281.509048417,116017,26.4593397879,0.000441,1.20449409537e+15,143133,43761400,4459
2017-07-18,5374199653.17,672241264.751,271055,18212421093.9,195.03,2709260032.0,23954.0625,423.677942918,124912,30.773614804,0.000473101062357,1.21389735555e+15,155070,51364024,4551
2017-07-19,5868629190.74,1072420713.06,270122,21945314495.1,234.94,2328790016.0,24483.59375,324.838750478,128267,30.4276936919,0.000441,1.23399895775e+15,157646,47678315,4637
2017-07-20,4397296489.45,618518006.72,250065,19193068583.6,205.42,2224999936.0,24492.8125,256.133190044,123585,25.6627097351,0.000430664,1.27141830809e+15,154600,43401483,4632
2017-07-21,4864175619.15,413858105.823,232560,21126937475.6,226.06,1006129984.0,23842.1875,309.641556642,116588,26.3812670579,0.00045932,1.30497090102e+15,142660,39347024,4543
2017-07-22,1083530547.68,348550426.968,205574,20365062136.5,217.86,618259968.0,24307.34375,224.825603323,100051,23.7797099244,0.000441,1.2782599088e+15,119469,37152575,4649
2017-07-23,1676926848.89,395314827.715,260490,21423704023.5,229.12,649614976.0,24483.28125,288.493997716,134918,23.6498849536,0.000448069582086,1.31502784931e+15,155327,43256183,4660
2017-07-24,4889377600.73,533519231.358,263095,21164529967.5,226.29,431691008.0,24058.90625,309.440275124,118577,23.7649854171,0.000449070913557,1.30250849978e+15,139120,48384541,4582
2017-07-25,5287314540.96,559300539.959,242956,20990401811.6,224.37,1095760000.0,24692.65625,355.48613773,115042,35.1067929437,0.000471068332833,1.32837499559e+15,139285,45762865,4686
2017-07-26,3991638673.33,422554090.214,223010,19379169255.0,207.09,717692032.0,24511.875,294.383920629,107110,29.0104677492,0.000470747463207,1.33146133026e+15,129518,39074534,4650
2017-07-27,4406177790.74,420633949.963,225435,19175012557.2,204.86,393283008.0,24355.78125,263.944245322,113993,32.5791946853,0.000457319,1.32172058948e+15,134485,38674358,4634
2017-07-28,5145041594.79,609116160.277,246494,19129913988.8,204.32,562571008.0,24685.15625,281.982289906,116826,25.2565235635,0.000441,1.3323678991e+15,143974,43020213,4647
2017-07-29,4356716669.43,474953498.337,198773,18106335156.6,193.34,824355008.0,24492.5,204.174934595,96857,35.1603394294,0.00042856829904,1.33217833856e+15,121213,34899966,4683
2017-07-30,3006434954.87,289582151.081,206624,19366257822.0,206.74,596233984.0,24717.65625,208.036715301,108454,23.3813020466,0.00044268,1.35990148185e+15,125359,35847643,4704
2017-07-31,1806666148.85,394995430.313,250090,18496358461.0,197.4,569414016.0,24058.59375,231.201083914,135083,29.5421301685,0.000446843113647,1.42653951434e+15,149041,42133486,4535
2017-08-01,2105311286.93,594038579.537,218582,19183640355.2,204.69,1585330048.0,21416.71875,263.599401863,106334,41.0936938575,0.000518074543854,1.60673000413e+15,127687,38840512,4087
2017-08-02,2149857745.27,481332350.434,231068,21280571597.5,227.01,632606016.0,21139.0625,236.995421937,111099,44.26695,0.000461837648958,1.6065244348e+15,133441,38119019,4044
2017-08-03,1795101179.46,497405049.487,236335,20644915659.0,220.18,557217024.0,20963.28125,236.502808745,109746,29.6561675008,0.000450062388636,1.55587520615e+15,130834,38155986,3976
2017-08-04,1850770183.92,372956077.241,257160,21130761061.5,225.31,539782976.0,21304.375,220.028357885,121419,24.5958512445,0.00042,1.59066791061e+15,144164,42448675,4040
2017-08-05,2121749452.57,465657566.034,261400,20904310149.1,222.85,1332999936.0,21191.5625,236.076708762,119714,29.4596189502,0.000441,1.58568895197e+15,143679,42061689,4034
2017-08-06,2346613951.54,530639156.631,265127,24058703461.6,256.42,1482979968.0,21265.625,244.978437283,118505,26.5330225608,0.000441,1.59893202265e+15,142438,42185257,4032
2017-08-07,2684480157.35,583052941.659,281172,24516943165.6,261.24,935726976.0,21621.5625,323.349086526,129097,35.5426039363,0.000441,1.61996750061e+15,153711,48583391,4094
2017-08-08,3110925867.47,631722745.678,318866,25260337566.7,269.1,1502409984.0,21635.3125,339.083820207,148407,30.3016948455,0.000441,1.63625627466e+15,180874,54348010,4093
2017-08-09,3450846293.64,848223665.619,280308,27944700831.4,297.63,2638579968.0,21725.0,268.527475016,134628,55.4488798024,0.000463550567634,1.66133482009e+15,167056,46775327,4113
2017-08-10,7043136595.22,829861284.117,338241,27888653639.8,296.96,1076819968.0,21468.125,313.14765754,154837,32.4761960811,0.000441,1.65012671586e+15,188090,54716956,4029
2017-08-11,13882129338.8,770768192.539,356682,27663301817.5,294.49,953576000.0,21902.03125,354.162104365,155541,29.7670234258,0.000474865632906,1.64015148691e+15,184516,59232094,4105
2017-08-12,8659448258.87,590022586.269,338654,29005559925.7,308.71,1111650048.0,21917.1875,344.986095506,148744,30.1411616441,0.000471315311859,1.69252713111e+15,170157,56107722,4113
2017-08-13,9600192661.24,737895538.478,333011,29168657706.5,310.37,1369369984.0,22038.4375,304.640582603,143486,32.7471759444,0.000464897999958,1.69084600006e+15,168805,53649763,4129
2017-08-14,7393870552.84,780902186.108,410061,28014870764.4,298.03,864390976.0,22038.125,345.515738015,181584,18.8974504764,0.000441,1.72885504675e+15,219096,64702937,4133
2017-08-15,5985205366.43,960118979.269,413246,28202088928.7,299.95,1051800000.0,22220.625,383.745249085,179960,48.282209839,0.000482286,1.7343486024e+15,222660,67776061,4132
2017-08-16,4660246128.94,1085323121.13,413624,27256102448.6,289.82,967643008.0,22569.53125,1168.46326633,178463,42.5882212741,0.0006237,1.71353081103e+15,218064,72322775,4166
2017-08-17,4785426269.86,940683789.854,428007,28483623953.4,302.8,909494016.0,22532.96875,690.546642142,183002,35.4128577931,0.000525,1.73842529412e+15,217196,71816900,4144
2017-08-18,4899789336.44,1045760730.37,443356,28387170327.3,301.7,936160000.0,22310.46875,1018.69522486,190976,60.0732843777,0.000693000000021,1.74544555631e+15,240894,71698774,4136
2017-08-19,3637032520.18,728624817.061,377418,27874479563.7,296.18,860201984.0,22564.375,471.918343256,167549,17.7803574799,0.000471713462955,1.79585353163e+15,199438,68842534,4211
2017-08-20,3115452708.64,673655486.118,309926,27924140898.7,296.64,571947008.0,22132.5,293.147791083,142923,29.977947296,0.000464671717545,1.79259307437e+15,159215,53299561,4156
2017-08-21,3916157504.36,1297924453.05,392880,28292722090.4,300.48,2448969984.0,22745.78125,329.868824321,175650,35.3672950773,0.000459774,1.78508723066e+15,218234,64251638,4233
2017-08-22,3809875752.48,807823052.648,364727,30236220886.2,321.05,1336400000.0,22519.53125,325.350122318,161068,30.49975,0.00045932,1.80439754954e+15,186197,59672486,4185
2017-08-23,4223261311.59,697490459.182,374711,29699369485.7,315.27,811990016.0,22613.125,315.881361228,173649,34.3760309806,0.000441,1.84305695804e+15,214025,60507739,4216
2017-08-24,3922525163.54,843729189.665,352465,29912079226.8,317.45,697665024.0,22528.59375,322.859895183,156854,33.1644210321,0.000442071,1.82818889372e+15,191275,57722863,4184
2017-08-25,3552288422.76,910376277.772,352621,30733657043.7,326.11,760329024.0,18823.90625,310.136759482,167142,34.2860672761,0.000458600422077,2.15467306252e+15,201080,56052549,3554
2017-08-26,1889471185.8,554013010.91,306268,31294622672.7,331.99,514180992.0,18562.65625,297.916682977,135129,19.9194,0.000442071,2.20000637868e+15,155422,51174617,3499
2017-08-27,6694363011.2,640244335.31,324173,31524347460.0,334.36,633369984.0,18638.59375,275.335440067,139078,16.577217722,0.000441,2.18013308519e+15,168409,52515139,3514
2017-08-28,10043066238.6,981570879.641,363799,33008581101.1,350.04,854318976.0,18425.46875,323.120549329,162082,34.8037181683,0.00044268,2.13330263741e+15,190626,61190245,3446
2017-08-29,7536961678.09,1122749258.33,394649,32819088618.5,347.96,1220029952.0,19080.15625,516.17061562,176429,35.3118228632,0.000508200030891,2.20409662757e+15,208456,65350659,3541
2017-08-30,13388321074.1,1092458866.06,400220,34855640372.8,369.47,1333319936.0,18943.90625,433.380111262,186062,36.6125974253,0.000529350851097,2.23115040474e+15,208534,66479781,3531
2017-08-31,6509799326.96,1041851699.69,384421,35708662193.7,378.44,706254016.0,18762.34375,737.55260075,188435,65.6473572347,0.000756,2.21553720173e+15,214936,60556856,3473
2017-09-01,6142367458.92,895785525.359,390997,36190424574.5,383.47,874222016.0,18833.125,515.416187022,179659,38.347,0.00063,2.23356896506e+15,204628,64913568,3521
2017-09-02,5528463384.51,1051109336.99,331797,36608584105.7,387.82,1483600000.0,18848.125,613.662115947,153677,38.9023560588,0.000600085844736,2.23126017599e+15,173643,54297768,3541
2017-09-03,3861717762.62,801876735.905,302525,33066781849.4,350.23,986265984.0,18642.03125,296.684543723,139175,33.7357961787,0.000480375,2.25028923999e+15,158920,49087704,3539
2017-09-04,5961977202.94,1472102079.24,442592,32780402090.6,347.13,1801689984.0,18921.09375,487.767496109,205102,36.0660471892,0.000571642329867,2.2439627585e+15,243677,69692676,3527
2017-09-05,4828914338.53,1257220117.05,444572,28105730996.3,297.57,1551049984.0,19101.25,615.809001055,196848,29.8410387485,0.00063,2.23104149341e+15,236926,70127997,3559
2017-09-06,5243036069.46,1308702759.27,496376,29644511961.8,313.8,1058830016.0,18888.28125,770.277418638,209381,15.7197346385,0.000857046603504,2.23259998532e+15,258727,79335208,3510
2017-09-07,3933736881.54,876485638.569,448347,31513922805.6,333.52,718624000.0,19128.90625,734.239584314,189292,15.3766169194,0.000868218485106,2.25384158084e+15,220631,74964337,3547
2017-09-08,4515073024.01,988235463.55,463670,31153537451.6,329.64,1098780032.0,19267.1875,758.749006956,196027,10.627329888,0.0010420245,2.35117356632e+15,230217,75343180,3592
2017-09-09,6078557793.69,1249126875.69,383654,27996752034.3,296.17,528620992.0,19039.53125,441.035120383,166725,5.8111367615,0.000743136218979,2.32140511879e+15,187543,61062245,3561
2017-09-10,5110928963.99,649075058.717,325128,27802127814.0,294.06,698326016.0,18988.75,413.297569259,150996,15.0022511894,0.00063,2.28989636274e+15,169226,52465083,3574
2017-09-11,4463541517.74,817154466.84,365384,27399613998.9,289.74,571307008.0,18846.09375,393.332823,173476,28.7786138273,0.000478129869798,2.31274640732e+15,197064,59529264,3551
2017-09-12,4630432867.69,866760826.801,404898,27867855037.8,294.63,753144000.0,19312.5,519.977466208,196918,29.4809112745,0.000525,2.37528993707e+15,223288,64986807,3603
2017-09-13,2996783987.15,856841898.673,365679,27541238024.3,291.12,921692032.0,18898.28125,463.058657602,171052,26.5846504536,0.000472873465277,2.32413795318e+15,194795,59875748,3536
2017-09-14,4322451223.93,1009427934.92,380251,26171552833.0,276.59,1184589952.0,19289.6875,408.768329594,191003,27.6637922876,0.000525,2.32197579405e+15,223454,62219159,3599
2017-09-15,4075868527.6,1082351461.31,441767,20369307398.8,215.22,1935699968.0,19536.40625,636.971536779,205482,33.1474053036,0.00068904,2.3660972016e+15,242296,69830597,3616
2017-09-16,2513054810.9,614727446.714,373764,23748040772.9,250.87,711737024.0,19337.96875,660.859549314,156651,24.8766779821,0.000893528,2.35011583339e+15,206670,60261419,3609
2017-09-17,3001031704.56,429230902.276,289517,23277271538.4,245.85,427452000.0,19219.53125,371.183068104,137378,12.3971166841,0.00084,2.39088104692e+15,158916,52089233,3630
2017-09-18,4785953236.98,614782764.763,362764,23885994868.0,252.23,1127750016.0,19067.5,403.16313803,179198,13.9690031211,0.000628152,2.35165286075e+15,188612,62377123,3557
2017-09-19,4458741918.27,676221518.781,337752,27815754798.0,293.66,646908992.0,19372.96875,385.073423359,163242,29.366,0.000473753622006,2.38077445873e+15,194145,60208793,3628
2017-09-20,2806344503.13,527515102.435,324984,26718421055.7,282.02,421404000.0,19178.28125,656.834640397,149303,28.4947261842,0.000561564832059,2.38095677609e+15,174218,57699493,3600
2017-09-21,2739446947.96,514754421.187,317074,26841180343.7,283.26,601265984.0,19340.15625,325.903199026,143324,16.7298835235,0.00046305,2.405383475e+15,170019,58700186,3645
2017-09-22,2234273350.65,373356535.275,271470,24462078754.1,258.11,430080992.0,15743.59375,306.112519402,121620,18.0679078107,0.00046305,2.93823694055e+15,146881,50933282,3001
2017-09-23,2056556253.65,389588276.363,260107,25080956455.1,264.6,450934016.0,15005.78125,315.524338577,121976,18.214709436,0.000442071,2.96080240219e+15,140768,46001409,2884
2017-09-24,1946193557.34,400167202.962,280929,27134234885.0,286.21,571411008.0,15461.40625,440.08969434,124967,14.0355454285,0.000529644,2.94561222232e+15,141952,52835047,2938
2017-09-25,2522818752.89,610619741.182,306614,26760055860.5,282.22,483160992.0,14874.375,383.148272059,137728,15.0044337317,0.000481060757037,2.91242136269e+15,160948,55520528,2836
2017-09-26,2724837471.3,625891773.102,306075,27724649558.6,292.35,345800992.0,15206.875,385.775178878,131699,14.1261625789,0.000525,2.8871164632e+15,153219,53542782,2890
2017-09-27,2721590748.34,618036833.5,309047,27223531814.6,287.02,550243968.0,15411.09375,422.710363399,136267,14.5420733112,0.0004827627,2.91604309524e+15,160566,54864211,2904
2017-09-28,3043354687.86,518226405.366,329208,29073714460.4,306.47,501894016.0,14997.96875,370.160472356,148275,15.1907139878,0.000465781922739,2.89607181492e+15,170429,58698829,2856
2017-09-29,2524781063.8,390409957.843,326502,28380112219.3,299.12,541374976.0,14852.5,330.88615798,157274,10.4584187058,0.00045932,2.80297092336e+15,182641,60936115,2829
2017-09-30,1923011599.52,314336351.968,295798,27660342293.3,291.48,332439008.0,14931.40625,371.957481381,137390,9.64666014481,0.00060476526708,2.77389495088e+15,155494,62474759,2840
2017-10-01,1427534571.21,452812541.277,283871,28619752596.6,301.55,306184992.0,15132.65625,358.613329436,125038,15.0775,0.000529520043213,2.86564925747e+15,140609,62337326,2862
2017-10-02,2246460447.1,618604127.546,306095,28712379844.4,302.48,339443008.0,15089.21875,356.930578828,141142,18.3204362264,0.000510074159973,2.86117096375e+15,162201,60088903,2842
2017-10-03,6862782011.54,624533363.894,327906,28243047611.0,297.48,321680000.0,15178.4375,381.246395654,141951,16.3431683261,0.000530658383178,2.83882559516e+15,165204,59866739,2862
2017-10-04,4461723123.54,485628240.135,307399,27797990490.6,292.75,257906000.0,15318.4375,385.387152163,130082,16.5891676425,0.000543124976631,2.89635313345e+15,154060,58858940,2886
2017-10-05,2822916744.66,323388278.356,314808,27804873684.2,292.77,253747008.0,15477.03125,418.983077852,135769,14.6385,0.000489605835811,2.96874699843e+15,156138,59840706,2946
2017-10-06,2843906827.65,390801225.386,319882,28034882207.5,295.15,318664000.0,15024.0625,437.255331092,133417,14.4676030758,0.000590632532133,2.91247871191e+15,158444,61677616,2848
