date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
2017-09-07,252139480.187,147012451.842,8677,10550305074.0,636.85,1082380032.0,2587.5,2.36196092,22843,1.19369386419e+11,8138,1400.37868022,7.04e-05,5515438,207
2017-09-08,250535731.484,165910952.885,7552,10841973953.5,654.37,809763008.0,2350.0,1.71427559,20130,1.19369386419e+11,8331,1238.37794309,5e-05,4227766,188
2017-09-09,492042510.339,172024192.884,6257,9689359254.25,584.73,234578000.0,1975.0,1.52744926,18439,1.19369386419e+11,6064,639.386297718,4.693e-05,4107429,158
2017-09-10,198475741.352,98303155.7035,5430,9056343980.33,546.47,289508000.0,1937.5,1.16558703,13683,1.19369386419e+11,224818,1004.49439336,5.22e-05,10032758,155
2017-09-11,416200658.812,88407560.1028,7256,8903742948.25,537.19,274712000.0,2175.0,1.20747464,18271,1.1237615882e+11,7840,618.422281718,2.588e-05,4146681,174
2017-09-12,269401047.311,131788566.562,5993,8935490924.68,539.03,273824992.0,2412.5,1.31772647,14463,1.09634813602e+11,7328,638.643159053,2.6e-05,3265514,193
2017-09-13,143860362.774,107692046.964,6356,8446565741.16,509.47,340344000.0,2150.0,1.31399,16557,1.09634813602e+11,6994,619.460267979,3.42e-05,4290986,172
2017-09-14,259256679.356,148776843.362,7296,8360809736.97,504.22,257431008.0,2325.0,2.22638457,18483,1.09634813602e+11,7806,1007.6954032,7.48e-05,4331944,186
2017-09-15,272207180.207,128401700.693,8634,6127535001.07,369.49,707230976.0,2125.0,2.0176211,81860,1.09634813602e+11,9734,927.007393974,7.48e-05,37112444,170
2017-09-16,224614369.49,106308037.236,7809,7040532697.65,424.49,313583008.0,2137.5,1.84246263,17394,1.09634813602e+11,6959,424.482711507,9.143e-05,3455254,171
2017-09-17,143742760.424,83675042.3455,5027,7280591937.99,438.9,221828000.0,2212.5,0.73514599,13562,1.09634813602e+11,4977,667.939846497,3.74e-05,2791293,177
2017-09-18,407160157.032,104182418.901,8675,7003505594.91,422.09,458550016.0,4462.5,1.34094764,21334,1.09634813602e+11,7798,412.838428777,9.6e-05,4336847,357
2017-09-19,672096690.676,137620853.299,9520,7976565806.79,480.64,802321024.0,3325.0,1.42698773,24951,1.09634813602e+11,9788,569.52805239,7.355e-05,6137802,266
2017-09-20,265072608.346,181390942.211,8099,8743375626.47,526.74,669264000.0,3100.0,1.38372935,20914,1.20996082127e+11,8853,756.905190056,7.48e-05,4745883,248
2017-09-21,232165064.743,143158259.956,5859,7898574349.65,475.83,316731008.0,425.0,1.15108873,16232,1.67136744099e+11,8104,953.008740135,4.52e-05,3593046,34
2017-09-22,492013126.211,116026158.199,6746,6939423689.12,417.92,241904992.0,5125.0,1.28153827,17598,1.07766775886e+11,7441,839.953473722,4.08e-05,3926908,410
2017-09-23,174872783.008,88907224.0727,5601,6897911317.74,415.31,189127008.0,4400.0,0.88750027,14097,1.06967784187e+11,7361,419.506695091,2.6e-05,3055430,352
2017-09-24,144405627.764,83389940.0939,6580,7123327440.38,428.8,114527000.0,3300.0,1.0734338,16448,1.06967784187e+11,8961,67.419340672,3.74e-05,4383946,264
2017-09-25,258668290.61,174617572.45,8976,6972789092.27,419.65,302272000.0,3525.0,1.36306084,37335,1.06967784187e+11,31118,66.2554960375,5e-05,5344856,282
2017-09-26,195894444.118,132788769.917,6464,7401744024.87,445.36,165303008.0,3912.5,1.09161226,16249,1.06967784187e+11,8327,306.441518453,3.74e-05,4501039,313
2017-09-27,411904527.258,225571548.653,8802,7345110074.14,441.86,197884992.0,3450.0,1.13267958,20965,1.06967784187e+11,10848,408.315831356,2.6e-05,5202814,276
2017-09-28,367149569.199,209333036.8,7926,7592302057.42,456.71,300420992.0,912.5,1.27726594,19608,1.52495837056e+11,9035,1029.67221022,5e-05,4332069,73
2017-09-29,241319417.217,162123213.955,5755,7442080161.59,447.66,148724992.0,162.5,1.25288,15601,1.9679340201e+11,7676,874.187260661,3.4e-05,3191937,13
2017-09-30,272081162.482,133342793.369,8445,7261921933.63,436.64,150564992.0,7350.0,1.64584862,23008,65512203013.4,10475,802.311390026,5e-05,5621314,588
2017-10-01,402643133.464,243078175.474,7883,7213065203.07,433.38,164290000.0,12125.0,1.25746342,20179,64485451161.8,9568,1205.67113419,4.683e-05,5024852,970
2017-10-02,277207012.118,186569605.278,7252,6923816255.17,415.87,219590000.0,5462.5,1.2556313,19559,74313850887.7,9643,1297.46986864,4.52e-05,4592161,437
2017-10-03,214495479.743,154503591.71,4542,7022466668.05,421.79,130247000.0,175.0,1.02391342,14637,2.12589267721e+11,6640,1033.13008085,3.74e-05,3421173,14
2017-10-04,454779770.474,222371061.916,9481,6733855011.47,404.2,251584000.0,10600.0,1.89150925,27618,56814857740.4,11456,1360.10102374,4.52e-05,6222380,848
2017-10-05,466814030.826,165512200.819,8625,5976308521.13,358.42,268340992.0,14112.5,2.39906599,21231,56319734962.6,12227,1274.7495398,5e-05,5716268,1129
2017-10-06,352386617.474,152955055.307,6088,5926669511.53,355.43,182031008.0,425.0,1.16513427,22466,1.846200733e+11,9072,843.208028538,3.84e-05,4320838,34
2017-10-07,210679027.379,95644222.9888,5044,6063509023.2,363.6,91004000.0,1762.5,1.19532024,12825,91080818283.7,6134,727.197185736,5e-05,2961396,141
2017-10-08,358160526.609,127751894.27,6828,6005454077.78,360.09,203754000.0,1337.5,1.58498505,18005,91080818283.7,7606,1040.40458014,5e-05,4691644,107
2017-10-09,472701633.975,182430245.48,9074,5716809409.4,342.76,288075008.0,1137.5,1.84858972,22439,91080818283.7,9522,1248.10989721,5e-05,5027713,91
2017-10-10,281140901.934,111968881.492,8335,5224540922.0,313.22,367808992.0,1400.0,2.04591345,21649,91080818283.7,10379,1018.88844147,5e-05,5132341,112
2017-10-11,209426218.816,105241410.078,7284,5341300421.97,320.2,131577000.0,1250.0,1.92143734,22137,91080818283.7,8373,498.245942008,4.52e-05,5474775,100
2017-10-12,386157899.205,164259382.907,12256,5264692653.25,315.47,262066000.0,6950.0,3.01332509,45290,47740821066.3,12351,490.021718279,3.74e-05,14240806,556
2017-10-13,270788089.09,131549409.361,14947,5246293831.87,314.15,288209984.0,11612.5,4.41591041,84118,49014297675.8,14618,465.971372164,6.262e-05,40712154,929
2017-10-14,168206417.822,125770600.418,12997,5370034315.82,321.54,164136992.0,1175.0,7.54337325,175291,84768257679.7,11090,221.766961142,0.0002,123516948,94
2017-10-15,111619757.184,91951084.4229,8288,5384882608.99,322.42,133385000.0,525.0,2.91138846,39054,84768257679.7,7760,398.630499229,5.086e-05,15077093,42
2017-10-16,213632281.542,142184444.585,9968,5265621404.06,315.26,117797000.0,700.0,2.41668296,30123,84768257679.7,14708,168.767338192,1.93e-05,8394981,56
2017-10-17,358149760.636,236765255.285,13193,5239651085.53,313.7,1008160000.0,387.5,2.74179545,36028,84768257679.7,13812,689.6638034,5e-05,8540360,31
2017-10-18,400602720.69,178080429.245,10049,6241333956.55,373.65,477184000.0,1187.5,2.5634634,24757,84768257679.7,9957,1466.4439779,5e-05,6197153,95
2017-10-19,176048863.291,123524528.714,9348,5667547082.64,339.27,195578000.0,1437.5,1.77423759,19841,84768257679.7,9407,710.772502414,4.52e-05,6179519,115
2017-10-20,242031178.695,138788502.685,18183,5528351789.4,330.9,160204000.0,1500.0,2.11907119,31812,84768257679.7,9531,19.74232125,1e-05,15115831,120
2017-10-21,160126990.222,110750283.55,9069,5459227630.55,326.75,129938000.0,937.5,1.66897923,23549,84768257679.7,7957,284.990327272,5.595e-05,7114191,75
2017-10-22,168067979.271,114206260.261,7376,5405017781.01,323.5,355545984.0,175.0,1.3989601,19428,84768257679.7,6512,323.29296,3.74e-05,6012402,14
2017-10-23,177373642.247,139792448.063,9250,5525168428.9,330.67,191558000.0,1350.0,2.01424906,30712,68756490742.7,10721,366.888050324,3.616e-05,9703716,108
2017-10-24,182884542.924,131797773.54,8717,5279083875.48,315.9,267442000.0,1975.0,1.86735472,25254,67814622099.4,9323,489.5391735,4.52e-05,8304559,158
2017-10-25,176569996.512,131872720.72,10485,5458449822.97,326.59,151935008.0,2150.0,1.98621041,28136,67814622099.4,11578,424.647566487,3.322e-05,7935003,172
2017-10-26,200054806.59,102523721.582,9350,5552425758.88,332.11,234967008.0,4987.5,1.89708771,24523,67814622099.4,10485,1485.27859878,6.78e-05,7475632,399
2017-10-27,228274932.225,118857314.358,11743,5660765442.73,338.3,501988992.0,14600.0,2.39550734,26735,68525102430.2,15121,835.195520386,5e-05,8341717,1168
2017-10-28,444533888.014,149371394.326,11800,6189209164.53,369.54,781036992.0,15675.0,2.23479462,25483,69019035780.6,14847,842.063078309,5e-05,7670149,1254
2017-10-29,734763170.644,406129712.545,12962,7042866510.03,420.47,2002439936.0,1162.5,2.45184144,32058,1.1354750283e+11,14953,1267.18917094,4.52e-05,7191547,93
2017-10-30,557083695.432,304402148.239,14855,7679329939.2,458.45,796409024.0,912.5,3.254575,33366,1.18823623365e+11,16355,483.428854553,5e-05,9358271,73
2017-10-31,350844083.751,209361551.753,11353,7527768482.26,449.37,343799008.0,962.5,2.18451816,25877,1.13081236211e+11,12379,452.285049709,5e-05,6659255,77
2017-11-01,481282840.975,294982787.52,13645,7342686275.37,438.3,1152230016.0,1000.0,3.06784607,31770,1.13081236211e+11,13561,524.09932884,5e-05,8710840,80
2017-11-02,716976267.512,411084054.562,17751,8840635718.07,527.68,1632060032.0,1012.5,3.93366783,40019,1.13081236211e+11,19203,806.887941248,4.52e-05,10088240,81
2017-11-03,904055211.63,409338961.653,22425,9842466958.51,587.32,1682210048.0,4437.5,4.2538031,47349,1.13081236211e+11,23401,851.54236458,4.52e-05,11338356,355
2017-11-04,444636301.779,277639274.165,15077,10649595284.6,635.35,1161369984.0,3750.0,2.82618354,35483,1.13081236211e+11,16604,570.618674071,5e-05,8868192,300
2017-11-05,445587880.495,290401823.2,16958,10392312679.1,619.91,816028032.0,2275.0,3.10678128,42976,1.13081236211e+11,18213,218.491656065,5.595e-05,10989051,182
2017-11-06,660073227.448,326875681.69,19297,10568341181.9,630.31,794105024.0,2787.5,2.92330696,44637,1.13081236211e+11,20134,163.93696232,5.595e-05,11065745,223
2017-11-07,430157260.728,223665320.138,17192,10106712266.9,602.68,375367008.0,2775.0,3.4162994,48809,1.13081236211e+11,18423,357.762973922,5e-05,15121304,222
2017-11-08,809770986.099,294072106.533,23218,10319014629.2,615.24,837646016.0,2725.0,4.12320792,51074,1.13081236211e+11,24207,345.85655076,5.595e-05,13572224,218
2017-11-09,1119204305.63,497520542.121,24815,10438823601.0,622.31,710387008.0,1762.5,4.45365019,53376,1.13081236211e+11,27094,777.837933008,5.595e-05,14131853,141
2017-11-10,3918496806.43,908839473.919,46855,10936786927.8,651.78,5195420160.0,5675.0,8.12904659,103366,1.28916098622e+11,48969,1955.20742795,2.46e-05,27511443,454
2017-11-11,6367287092.66,1176090214.01,46787,16816709247.2,1001.64,5139769856.0,9300.0,8.19722994,100078,1.3061544971e+11,56635,1547.49989449,1.92e-05,26081561,744
2017-11-12,7084298360.87,1992979490.58,76458,22629197023.2,1346.97,8371319808.0,10862.5,14.59882916,167099,1.33771872119e+11,83021,1211.50299113,1.7e-05,42535097,869
2017-11-13,3144084338.05,1799498390.33,35112,23215716001.8,1381.82,4850570240.0,762.5,8.31108119,100173,3.26175674111e+11,43656,1293.02953917,4.499e-05,25790511,61
2017-11-14,1511550561.47,879563035.782,24406,22628481327.0,1346.73,1697910016.0,1700.0,8.0931007,65645,2.15195044733e+11,32059,1097.0583651,5.595e-05,13785734,136
2017-11-15,2027954508.3,827798190.605,24790,21338376523.5,1269.79,1321779968.0,2112.5,7.43158824,63557,1.84791755803e+11,34541,846.639301272,5.595e-05,14177110,169
2017-11-16,1404446770.85,747785096.453,28469,20203188600.4,1202.17,2034690048.0,1025.0,7.97368086,71603,1.74428949081e+11,31313,889.958444548,5.595e-05,16386073,82
2017-11-17,1956354699.73,561935769.783,22432,15280820345.0,909.16,3203429888.0,1950.0,9.22575883,81418,1.27481693173e+11,24192,1129.53060144,0.0001114,25752305,156
2017-11-18,1481381069.44,627321162.693,22013,20128424102.8,1197.43,3053769984.0,2075.0,6.2505701,47696,1.78636948619e+11,26072,1143.24972912,5e-05,11068778,166
2017-11-19,1827379786.71,598625043.585,14869,21198287544.2,1260.95,1285910016.0,1662.5,4.09528384,39875,1.62872436953e+11,17936,823.103282789,2.6e-05,11618811,133
2017-11-20,1107739824.95,553409221.484,15738,19712197488.3,1172.43,800052992.0,1762.5,3.60323072,39022,1.6722652295e+11,18013,654.966107611,2.26e-05,8874206,141
2017-11-21,1578497998.52,627800486.784,18071,20527461478.9,1220.78,772859008.0,1912.5,4.30914317,40440,1.67613711607e+11,21616,1102.56520714,3e-05,9816250,153
2017-11-22,1585164320.01,695925494.409,18927,19760822449.4,1175.06,1517619968.0,1862.5,9.38299135,43924,1.7354516291e+11,23449,1386.33858464,3e-05,10992207,149
2017-11-23,1721466234.47,1001950664.53,27057,21902076147.0,1302.23,4112090112.0,2012.5,3.40935395,65849,2.22746677749e+11,30010,1306.05183669,1.108e-05,15027424,161
2017-11-24,1700823938.3,993440642.592,24345,27785193723.5,1651.86,3128960000.0,1637.5,3.23172586,116711,2.5483975564e+11,49242,1651.85590339,1.13e-05,22603888,131
2017-11-25,1151531771.47,816853566.57,18565,27487781174.9,1634.0,1560039936.0,1837.5,2.72247894,43693,2.18451008301e+11,21302,1377.86778756,1.527e-05,9164649,147
2017-11-26,903143313.875,624151458.262,18929,26437301068.5,1571.39,1593049984.0,1762.5,2.33252906,44139,2.09029696682e+11,21475,1214.38494735,1.264e-05,9917449,141
2017-11-27,2333728478.57,1365486531.6,20146,28989460228.0,1722.93,1391459968.0,1525.0,2.52455452,47009,2.10124965792e+11,23675,1687.18643881,1.499e-05,10340385,122
2017-11-28,2603728692.79,1162938380.46,23380,27280217910.6,1621.17,1274880000.0,1812.5,2.63699524,51960,1.88897456984e+11,26313,1594.18332329,1.424e-05,12533917,145
2017-11-29,2394679475.64,1133003567.66,28233,25944476678.1,1541.63,2345250048.0,1774.85590507,3.3087131,61369,1.75995555042e+11,31350,1550.22097984,1.313e-05,14015676,142
2017-11-30,1747844354.96,936646196.885,21815,23232735633.5,1380.36,1211730048.0,1675.0,2.35942722,47112,1.64412336964e+11,25237,1408.02615518,1.13e-05,11285980,134
2017-12-01,1116584156.93,681805077.977,19169,23259714095.8,1381.81,965150976.0,1850.0,2.18879575,41612,1.65220402263e+11,22115,1394.14160407,1.264e-05,9741511,148
2017-12-02,1041353396.85,582392580.049,17581,24613030794.5,1462.06,574510016.0,1712.5,1.95560365,38808,1.54772319842e+11,19880,1134.84427577,1.52e-05,9226800,137
2017-12-03,1544647957.28,668658824.712,21761,24166079800.5,1435.36,1476739968.0,1787.5,2.25182489,45152,1.64656118232e+11,25157,1113.48327589,1.274e-05,11153881,143
2017-12-04,1602968814.21,805383403.019,21854,26270071590.5,1560.16,780633984.0,1775.0,2.2378911,44359,1.65835952921e+11,25458,743.131978848,1.391e-05,10519764,142
2017-12-05,1868025820.01,1055933939.42,20813,26609716632.1,1580.16,1032800000.0,1850.0,2.15972999,46341,1.57272427545e+11,27029,790.076286624,1.264e-05,16329846,148
2017-12-06,2313430526.13,1392319667.57,26703,25237362537.4,1498.49,1154620032.0,1950.0,3.11935041,86238,1.53886598727e+11,29154,596.6537633,1.355e-05,36294562,156
2017-12-07,1666366014.86,1088944858.49,24274,24097162388.0,1430.71,1285209984.0,950.0,2.98545942,64701,1.47168111396e+11,28609,860.39036483,1.13e-05,16293335,76
2017-12-08,12448237185.8,1343972055.62,27341,22389650356.4,1329.16,2553979904.0,2162.5,3.22386862,61820,1.17973849115e+11,30934,1351.92401824,1.547e-05,17016376,173
2017-12-09,2383812211.18,913409358.609,18108,24674346992.1,1464.63,1059609984.0,1850.0,2.63721723,42200,1.24534795151e+11,21495,951.492983584,1.13e-05,13455277,148
2017-12-10,1674314537.38,764717468.083,16352,23787280352.3,1411.84,885886016.0,1625.0,1.79230544,40410,1.30793269206e+11,20833,712.903031232,1.393e-05,9306674,130
2017-12-11,1026239726.39,614437275.452,22787,22242363000.5,1320.0,922792000.0,1825.0,2.41267119,55122,1.20720966221e+11,25676,380.7210396,1.93e-05,15098735,146
2017-12-12,1620919471.82,1037662502.48,25125,24054314813.3,1427.38,1386249984.0,1800.0,2.84742062,68563,1.21267944321e+11,29350,660.4344522,1.558e-05,15918156,144
2017-12-13,2537431759.29,1268029138.72,23160,27252830310.0,1616.99,1245190016.0,1975.0,2.40974637,52907,1.27378843912e+11,28127,1057.99977481,1.13e-05,12815171,158
2017-12-14,3785749740.64,1653615384.13,35177,26980793477.9,1600.67,2717410048.0,1887.5,3.5602122,150421,1.51604386904e+11,38758,1094.94663698,8.36e-06,75112441,151
2017-12-15,2823087886.81,1949699902.61,28591,33288102466.2,1974.66,1457229952.0,1699.99577502,3.49314199,140902,1.35927525949e+11,30437,626.144741934,1.125e-05,99850498,136
2017-12-16,1830419446.43,1196851077.21,25037,30765488309.9,1824.85,971254976.0,1550.0,3.32447723,165153,1.48137069002e+11,27787,646.197359773,1.108e-05,129183818,124
2017-12-17,1025917618.17,671720220.336,28796,30557718784.1,1812.33,1020590016.0,1862.5,3.87252355,171118,1.28308051784e+11,30771,449.891059363,1.13e-05,135237281,149
2017-12-18,2915648810.39,1345170666.9,32452,31520932167.4,1869.21,2538650112.0,2187.5,4.21425997,172241,1.42895709527e+11,36471,783.253851314,1.13e-05,130005537,175
2017-12-19,9495555312.81,2218949317.61,57288,37087421782.3,2199.06,3913339904.0,1887.5,6.67871052,244605,1.75318776382e+11,68097,2812.54023458,1.108e-05,149230878,151
2017-12-20,13940470374.7,3911785457.03,127904,47650240077.5,2825.03,11889600512.0,2037.5,32.78148611,429597,2.78279019137e+11,170891,1513.88820702,1.212e-05,158208482,163
2017-12-21,6914623273.4,3044640471.78,77136,65940139200.0,3909.0,3664329984.0,1637.5,7.75477235,328112,3.02709486051e+11,91888,789.07042728,9.71e-06,145981772,131
2017-12-22,5742812696.41,2490474432.9,54048,56077126500.3,3324.0,3877769984.0,1575.0,6.53308475,330847,2.42543620391e+11,67987,900.13600896,1.125e-05,144911695,126
2017-12-23,4013773332.37,2251102186.76,47006,46347501832.5,2746.95,2843310080.0,1987.5,4.34047209,261048,2.41401108119e+11,58025,654.597168628,1.108e-05,98531441,159
2017-12-24,2428124463.32,1712966343.56,34686,55019580378.8,3260.55,1712160000.0,1987.5,2.75322425,87923,2.43751733619e+11,44973,504.127036361,1e-05,17164135,159
2017-12-25,2030872892.79,1521047071.54,28791,49435417665.0,2929.35,1355440000.0,1562.5,3.09369754,77773,2.92585341371e+11,39282,501.905982363,1e-05,14283794,125
2017-12-26,2027339947.99,1335757299.52,31570,49751071398.0,2947.74,1544429952.0,1787.5,2.64458879,84216,2.60422162983e+11,41363,591.697757305,1.117e-05,15550513,143
2017-12-27,2722553724.67,2318930849.46,47033,52466770878.0,3108.32,1406450048.0,1775.0,5.07017577,113828,2.597090105e+11,47578,589.997710251,1.87e-05,34102162,142
2017-12-28,2890405326.01,2060609225.76,33174,48763962324.0,2888.64,3221299968.0,1837.5,3.19988789,149298,2.41297671782e+11,43423,519.510840509,1.82e-05,40204640,147
2017-12-29,2880845258.88,1825273557.07,43170,43681385900.0,2587.3,2479419904.0,1687.5,5.07105197,319432,2.3292487358e+11,55824,662.270456556,1.823e-05,152921213,135
2017-12-30,1932326300.15,1399700094.99,35630,47135251961.5,2791.55,1257760000.0,1975.0,4.99510947,330886,2.44343319723e+11,51117,658.526617085,1.824e-05,159221009,158
2017-12-31,1330023759.71,1063536013.25,28315,40139040144.4,2376.96,1300819968.0,1775.0,4.01495387,339990,2.69081652518e+11,47764,365.315101248,1.825e-05,156123764,142
2018-01-01,1642505690.19,1126118929.19,24050,42809022402.5,2534.82,922812992.0,1637.5,3.27212982,241267,2.71245073875e+11,47004,484.683439164,1.826e-05,127001476,131
2018-01-02,2406842777.47,1311469624.83,42971,41119617937.5,2434.5,1831229952.0,1987.5,4.19690237,203378,2.49515672032e+11,62240,974.415417255,1.826e-05,92753546,159
2018-01-03,7642549956.94,2393414619.64,47394,45617724357.3,2700.55,4688840192.0,1650.0,4.16219664,158203,2.71916189214e+11,70832,1135.87301542,1.827e-05,39580518,132
2018-01-04,4370978364.31,1995953466.8,51493,44073793228.3,2608.87,5377260032.0,1825.0,4.80237917,192868,2.48414953546e+11,75554,1127.44054557,1.129e-05,42941580,146
2018-01-05,5276092184.07,1693485406.61,46082,40561762688.5,2400.74,2115709952.0,1675.0,4.23417229,167701,2.35148414388e+11,70018,1086.22179915,1.13e-05,40198559,134
2018-01-06,5257348734.15,1702193134.82,40660,43658078242.8,2583.71,1669159936.0,1912.5,3.15300169,110616,2.27092540844e+11,71894,724.365395917,1.108e-05,19231286,153
2018-01-07,3326032885.64,1598144300.51,36338,47059073107.0,2784.68,1444780032.0,1837.5,8.79931547,112241,2.39726579796e+11,60443,739.116699453,1.129e-05,20152743,147
2018-01-08,3949830220.59,1490035928.91,37027,47095908610.6,2786.6,1428899968.0,1575.0,12.46138623,142308,2.38086392172e+11,61610,995.124370094,1.129e-05,34836094,126
