date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
2016-03-16,121197.825925,95680.0864336,1625,2742711.61832,2.42,38186.0,7330.40241109,63.74622803,7548,291369.209977,843,37.5406144278,0.05,1362830,243
2016-03-17,161836.524604,129342.556007,1768,3008758.0241,2.63,23704.0,9178.73680433,57.13187402,7505,263109.538963,1123,40.5552500834,0.02,1448840,302
2016-03-18,492545.053147,231029.604346,1862,2891695.59671,2.51,20667.0,9746.98523431,48.59325206,8607,267715.324412,1343,42.3446577156,0.015,1667717,324
2016-03-19,133285.731365,90817.5587664,2800,2815675.71429,2.43,21945.0,8176.13423972,114.13471605,12276,319946.513092,1226,40.9304048157,0.05,2049469,271
2016-03-20,125593.922488,82972.4669626,1480,2708412.48165,2.31,20628.0,8617.24015838,38.51825411,5218,334002.249794,1535,40.5430806396,0.003876,1250912,283
2016-03-21,193769.169001,166076.271449,1911,2571911.24201,2.18,14562.0,8033.22038408,70.66059607,9255,304302.84757,1357,37.1185621902,0.05,1648670,267
2016-03-22,575001.26267,204477.041868,1887,2601819.73239,2.19,19899.0,8824.37793191,58.81897611,7242,271754.147025,1459,38.4894262512,0.02,1575026,297
2016-03-23,225834.936345,142488.033032,2807,2548248.47059,2.13,15242.0,9190.56113838,86.73066201,11656,290157.517579,1851,35.6146696647,0.015,2237193,308
2016-03-24,201414.678815,141389.328401,1163,2455059.25,2.04,17730.0,7687.31533594,41.60321409,5727,317603.280614,1035,35.2690539372,0.05,1296837,256
2016-03-25,301670.873905,139849.381651,2200,2327471.76585,1.92,14750.0,9019.29239945,102.75706303,12070,291273.037493,1345,33.989286144,0.05,1976438,300
2016-03-26,139613.428569,57665.5069957,2624,2502460.73593,2.05,25084.0,9032.17495197,86.81211313,10258,286064.649239,1453,33.4228279455,0.025,2191264,302
2016-03-27,318147.734659,182386.07513,1226,2849249.97101,2.31,25734.0,9216.74810224,144.5371601,4961,320821.951316,1501,41.0567040345,0.003876,1930838,307
2016-03-28,127974.078316,112349.569345,2521,2561366.75243,2.07,17492.0,8151.60284304,109.0665511,13696,339814.075208,1185,36.0612894546,0.05,2115516,270
2016-03-29,358018.434364,189640.965674,1566,2568959.0,2.06,17297.0,8218.79916288,54.82602409,6564,329979.787486,1369,35.0944892498,0.05,1568188,276
2016-03-30,96821.9874323,62967.006867,1593,2613723.18519,2.08,10261.0,9423.89643111,54.53398007,7138,325224.812553,1517,34.4888952512,0.012,1965388,317
2016-03-31,225594.797376,159220.267185,2572,2733739.85787,2.16,18322.0,8211.69697366,99.5632322,11040,354748.803514,1295,34.6867850232,0.05,2084508,276
2016-04-01,82316.9512958,65224.6292936,1363,2510513.90155,1.97,10215.0,8952.91129742,97.6525141,7640,334459.968965,1125,33.9221193818,0.05,1472648,300
2016-04-02,215942.971574,104699.128218,2227,2472923.77041,1.93,11825.0,8854.47873252,78.79003004,12460,351498.99526,1032,33.9591745153,0.0336,2063017,296
2016-04-03,340420.820473,67279.9976465,2566,2529459.81443,1.96,11890.0,8591.529128,98.92028015,13280,371325.327033,906,35.9386333628,0.05,2070958,287
2016-04-04,297535.219123,129167.325687,1785,2553198.6178,1.96,14314.0,8138.12753259,50.16975629,6765,365863.808168,1467,35.9386332844,0.01265,1624705,284
2016-04-05,89920.5205406,43328.8879524,1158,2461807.36,1.88,25092.0,8378.92115846,28.03271205,4787,369742.218703,1397,32.815429516,0.003876,1665435,279
2016-04-06,104950.204876,82890.5878806,1668,2300206.0,1.75,14643.0,7845.38792551,59.22207863,8903,355786.214297,1098,32.08806538,0.03,1581685,263
2016-04-07,82141.6773528,25279.7820087,2407,2324880.02874,1.75,13286.0,10229.9392894,85.82810269,11572,322119.14039,1228,30.509169425,0.02095,2323708,342
2016-04-08,70390.7649591,54771.3237681,2726,2327498.57143,1.74,12918.0,8235.98785418,118.20694025,12565,378233.125471,1267,30.415151715,0.05,2064777,273
2016-04-09,47610.5071257,37945.7685314,1359,2361237.86335,1.76,18126.0,7815.10276846,50.93496709,6561,376681.466374,711,31.5399130288,0.03755,1187708,262
2016-04-10,73838.1318999,47202.6922303,2653,2181280.97419,1.61,20144.0,8725.96936285,109.38845349,15150,343445.38497,1035,28.7013903372,0.05,2252864,290
2016-04-11,89517.9349078,45018.4510937,2110,1992585.0,1.47,13226.0,8411.0963283,60.65558897,8339,334022.580801,1144,25.8909641172,0.014,1559391,283
2016-04-12,42227.4061718,24536.7481599,913,2013482.44785,1.47,17348.0,9101.37070437,35.53581794,6408,326507.262685,741,25.5549359793,0.02095,1216831,305
2016-04-13,58966.2598287,38743.8659541,3868,2181895.32026,1.58,9428.0,8286.52456416,157.13190127,16343,343074.524655,2161,27.9352162912,0.05,2656629,280
2016-04-14,94952.3319032,63600.4353626,1355,2128048.49673,1.54,7486.0,9416.44441091,22.63812665,5522,345863.756934,1279,26.0275029476,0.01265,1395333,315
2016-04-15,52097.1243195,23262.0831152,1321,2133721.48921,1.53,9294.0,8083.97978509,27.06549525,5768,385839.445713,1268,25.9681153932,0.01265,1439671,272
2016-04-16,57852.8585779,28758.9713928,3730,1935648.43796,1.38,14852.0,8493.88359504,128.27150579,15909,396398.402221,1358,22.1652274476,0.025,2709573,285
2016-04-17,31799.8392451,19963.024196,804,1938351.65672,1.37,7936.0,8229.46109763,16.78844284,4421,375566.78738,902,21.8325181157,0.01265,1033734,276
2016-04-18,84233.7907386,57965.0132021,2690,1897824.24096,1.34,23797.0,7941.18663362,115.43110803,13936,333477.045143,1474,21.7267200546,0.05,2422022,273
2016-04-19,65734.3499651,36649.8766373,2774,2378959.19205,1.66,21691.0,9625.89224832,99.2984724,11644,334974.911614,1410,26.0696422084,0.02095,2230231,329
2016-04-20,67425.3159028,56513.9531515,938,2174005.22876,1.51,7501.0,8368.3851259,25.92023915,5425,383429.192546,915,24.7749322943,0.01265,1305362,284
2016-04-21,792651.811893,157237.544366,8044,2215002.57692,1.53,11051.0,7956.53969143,191.1095481,28823,396086.431683,5526,19.3714925625,0.00751,4486971,273
2016-04-22,228973.054832,109964.363263,1380,2267409.0,1.56,8972.0,9246.2833385,22.58261741,5969,378409.632875,1461,26.74902165,0.003876,1653379,314
2016-04-23,325333.679812,143821.27575,7659,2275530.53165,1.56,8728.0,9231.07468668,182.99745242,28460,414862.247377,5156,20.2870001568,0.00585,4251666,310
2016-04-24,140955.495884,78868.5577409,1674,2330822.11613,1.58,17802.0,8562.37877497,28.01039452,7059,474421.823869,1583,25.8719094276,0.003876,1564705,289
2016-04-25,79112.7143671,36030.2130819,1543,2310985.01299,1.56,13339.0,8192.94082844,26.02216402,6359,489194.337122,1485,26.4785884272,0.003876,1389425,275
2016-04-26,185160.403854,84170.458314,5538,2293947.52632,1.54,14299.0,8943.46237358,73.78352716,18181,480798.158976,3222,26.0121593424,0.00585,3214835,302
2016-04-27,39412.9840391,27375.0734091,1018,2276915.83784,1.52,12204.0,8726.01254284,14.97192124,5112,525800.259954,908,24.4207927504,0.00419,1117680,296
2016-04-28,149803.6356,84136.0247703,2005,2233050.46358,1.48,9091.0,8029.67150934,33.32934411,7954,534558.508716,1643,26.8796966412,0.00419,1769774,269
2016-04-29,158150.743309,110722.85185,2280,2291027.63158,1.51,12578.0,9367.66707968,26.22492809,7874,489304.712852,1955,27.30456292,0.003876,1739730,315
2016-04-30,110698.44191,49429.7237302,2890,2311037.04459,1.52,19796.0,8380.35363069,30.55647129,8536,548171.341963,2639,27.6123309592,0.003876,2110901,284
2016-05-01,151623.52717,108156.495464,1648,2404647.68182,1.57,13659.0,8544.29150631,22.30052765,6694,574505.105005,1668,26.2508101782,0.003876,1536998,287
2016-05-02,201271.274506,93174.9215801,2989,2368196.70199,1.54,13513.0,8130.70240243,39.49470874,9656,592832.195227,2211,28.930390643,0.00419,1979249,294
2016-05-03,359266.928933,97030.1070291,4507,2354213.75163,1.52,10195.0,7888.97626762,67.86524507,16070,610703.617871,2861,30.0695665768,0.00419,2897585,268
2016-05-04,61862.8694009,21073.7415807,1361,2421181.98675,1.56,9993.0,8993.30740209,17.6399397,5327,581212.791121,1496,24.7374907572,0.003876,1390630,308
2016-05-05,506712.361172,38947.3452505,3949,2356766.27632,1.51,5907.0,8159.25944182,52.03910762,13902,594270.188468,2446,30.39962804,0.00419,2539556,280
2016-05-06,74576.8928244,45540.0234649,1064,2394235.0,1.52,6274.0,7728.23184051,16.24319487,4768,579928.76884,1313,15.4263677176,0.003876,1341144,264
2016-05-07,558139.736831,162071.041082,8018,2401439.34177,1.52,15547.0,9756.27249072,165.4612155,25082,548507.48744,5503,23.7960796512,0.00585,4205005,337
2016-05-08,151348.528201,92021.5668929,1549,2521775.01351,1.58,28101.0,8273.60018692,22.83334714,5805,619500.782804,1774,22.7157651806,0.003876,1511250,285
2016-05-09,105464.247544,79045.8313369,1730,2373476.0,1.48,10184.0,7872.11134367,24.19995956,7353,610038.663078,1901,25.7704726496,0.00419,1532983,269
2016-05-10,234431.741521,68663.1455799,5824,2323764.85816,1.45,9627.0,7271.7082402,172.23879117,18457,579092.379128,3574,26.0630188085,0.01265,3004109,265
2016-05-11,47017.7581188,27661.6017977,1141,2280514.44526,1.41,21921.0,7727.63374241,12.60545057,4336,505541.599308,1184,11.1904976415,0.003876,1119736,274
2016-05-12,113597.191718,56397.250776,3904,2185551.62791,1.35,9646.0,9626.24242179,46.10245442,12551,501980.858638,2883,27.037341972,0.00419,2547091,339
2016-05-13,51458.9137537,27645.6052977,1686,2106413.5748,1.29,11199.0,7492.8772149,28.12230905,5604,592201.1927,1669,12.9957810939,0.003876,1430661,260
2016-05-14,453204.328033,68725.8166865,5503,2083127.12121,1.27,18408.0,9129.38712082,126.68690037,16667,573462.01072,3437,24.3404603614,0.00585,3155691,311
2016-05-15,64084.3570396,32578.4703041,1788,2179613.77444,1.32,9978.0,8807.27534418,17.87388719,5983,651061.208124,2149,20.7305507904,0.003553,1649711,302
2016-05-16,4297580.64938,1638775.77628,3068,2197998.1005,1.33,116107.0,7721.61352348,39.92367058,10034,653331.523175,2629,27.3845448555,0.00419,2345578,263
2016-05-17,346434.934641,238116.080116,6742,3298017.72414,1.98,67422.0,8682.70395234,195.63555548,21663,616889.709339,4886,35.6052046284,0.00917,4062814,297
2016-05-18,102168.464042,75606.7037952,1326,2822619.93082,1.69,69528.0,8645.5674678,19.20138253,4466,665270.72535,1740,13.6505483257,0.00253,1766922,297
2016-05-19,231945.625237,170845.570185,4411,2681787.34839,1.59,41199.0,8477.35696483,47.07876915,13167,685650.990421,3110,30.517309635,0.00419,2672450,289
2016-05-20,203960.292559,145823.336438,1272,2647382.39041,1.57,66155.0,7782.0718063,16.59188619,5599,698429.932597,1607,24.5788454292,0.00253,1260879,270
2016-05-21,209818.646382,64031.0008303,5501,2476244.37662,1.46,21176.0,8745.95890781,71.51797721,15570,656082.567367,3941,27.59138149,0.003876,3245648,302
2016-05-22,58553.3044047,29920.6201332,1348,2609986.90345,1.53,21063.0,8543.29826456,11.33125208,4704,675303.877732,1800,15.8064729777,0.00274245,1413262,300
2016-05-23,698501.455851,142871.338482,6431,2490013.45395,1.45,40226.0,7884.5395754,190.89490847,19399,721677.599329,5711,26.0977535585,0.01083,3444883,274
2016-05-24,45937.779347,23195.9065095,1276,2657242.19444,1.54,35044.0,8385.49713516,10.27352577,4429,698634.462568,1598,15.5153327252,0.00253,1305990,292
2016-05-25,171420.356684,104168.753774,5592,2497127.82734,1.44,26727.0,7845.80748162,80.76983865,15190,702621.436063,4556,31.486675464,0.00419,3392792,274
2016-05-26,1491847.01541,23252.3327637,1290,2404542.09023,1.38,39358.0,8298.45761127,12.98655939,4620,647671.769883,1668,19.4386287744,0.00253,1294094,293
2016-05-27,558495.720028,38376.6822053,3019,2326662.29851,1.33,33076.0,8755.51551314,28.49752515,8538,649602.742339,2909,25.696474874,0.003876,2139213,310
2016-05-28,68856.6279157,32099.7076163,2456,2352050.39752,1.34,41689.0,8054.49456274,24.95677948,6824,778250.624553,2149,22.7068764278,0.003553,1778599,299
2016-05-29,213311.23194,90048.6365376,2265,2784939.38356,1.58,12336.0,7133.77667525,32.69720844,9226,810918.251985,2500,28.1510420318,0.003876,1990717,253
2016-05-30,563531.442745,76460.3714573,5583,2604424.82432,1.47,11309.0,7913.02805469,168.06497506,16249,695540.522847,3609,32.0787810735,0.03615,2820352,277
2016-05-31,123275.671521,73866.8708946,1736,2641719.62914,1.48,20533.0,9711.31777684,15.21089866,5414,666400.299057,2025,16.0323018424,0.003,1686497,342
2016-06-01,1648920.95373,148426.382497,6118,2694111.63128,1.51,53836.0,7610.77645856,172.49782015,19120,821345.145657,4360,38.5000303635,0.0168,3419340,265
2016-06-02,54787.5093075,36065.4826204,867,3144568.03977,1.75,32681.0,7378.770599,7.68422044,3451,801664.358713,1348,22.39679939,0.00253,1065866,258
2016-06-03,731212.655857,40278.7757359,3501,3178252.76301,1.76,28368.0,9859.59168443,45.80313824,9074,720256.435701,3016,31.5938571168,0.003876,2257883,345
2016-06-04,806955.300086,64143.7699307,3772,3137399.48571,1.73,17331.0,8535.96728473,29.50937767,10644,876408.801969,2957,44.1793669855,0.003,2345088,293
2016-06-05,355918.657937,27941.5690007,2153,3178768.29268,1.75,17063.0,6844.43489878,16.23694016,6372,929039.588594,2283,31.8100120275,0.003876,1550860,236
2016-06-06,1474383.82296,122680.128408,3317,3010029.3253,1.64,17433.0,8749.92876379,30.37347798,8845,770548.942237,2811,44.2363859712,0.003,2270417,300
2016-06-07,334178.208595,31208.970995,2522,3044387.63095,1.66,19335.0,8732.20681768,16.12228768,6701,742687.326479,2236,29.5774321154,0.003,1780161,300
2016-06-08,132325.522297,29515.1243321,3530,3099377.01818,1.68,34527.0,8132.12161319,32.27765866,9329,783136.270693,3135,36.5670609192,0.00419,2297542,281
2016-06-09,792424.161421,84100.0704147,2376,3061382.83537,1.65,14239.0,7532.87555476,16.81246476,6049,771305.013736,2514,29.5747587135,0.003876,1675400,263
2016-06-10,803421.914589,111200.129855,6275,3051402.88485,1.64,10577.0,8943.88554698,313.72096623,19380,698684.981623,6843,37.7052998108,0.01605,4094404,312
2016-06-11,33359.1873676,18068.8525158,1045,3095676.64671,1.65,16851.0,8334.51758197,6.6198244,3563,773860.224759,1312,8.2342943265,0.00253,1088834,289
2016-06-12,308700.901817,44541.5036426,3545,3134656.38509,1.67,40326.0,8470.51739312,31.95021462,10278,825546.665071,3104,46.8926975988,0.003876,2362306,294
2016-06-13,288210.224185,64611.5229158,4175,3047871.2454,1.61,44252.0,8172.58786186,88.73108862,12958,820348.868782,2740,39.3276542806,0.00751,2519742,281
2016-06-14,88662.7495601,21058.8878128,1551,3086643.53659,1.63,18274.0,8350.92329653,10.77935097,5037,827341.801702,1738,16.4699980953,0.003,1395331,289
2016-06-15,507451.304682,131180.413019,6093,3125078.57143,1.64,20702.0,6725.75128351,208.21477228,15566,805439.508157,6462,37.9938314232,0.00585,3476972,234
2016-06-16,84060.7278255,37962.3462306,1931,3205152.96482,1.68,40434.0,7569.2625182,44.59098809,5908,636557.691686,1809,21.415877364,0.00419,1417517,265
2016-06-17,225498.01083,68658.7152161,3726,3817853.18023,1.99,49842.0,10285.4345924,32.93318687,10508,556730.696757,3274,35.155674121,0.003876,2545090,356
2016-06-18,222439.273179,50061.0625145,2840,3283456.45503,1.7,26733.0,8379.39053599,41.97432945,8381,754457.761298,2929,40.592022561,0.003876,2079093,293
2016-06-19,318010.782861,69665.2254036,3098,3663006.12183,1.89,40840.0,8039.16366274,53.80589448,8134,806065.285703,2841,37.80668304,0.003553,2100292,280
2016-06-20,94911.3424058,35131.3845768,1712,3833819.0,1.97,36050.0,7834.69066883,10.45859517,4836,782340.412751,1717,10.378222207,0.003,1438122,272
2016-06-21,449433.393795,61000.8200262,3968,3786801.94083,1.94,25715.0,8461.45813882,75.10037095,10516,726352.878861,3292,52.146669604,0.00419,2489724,296
2016-06-22,283013.931653,65982.6528419,5730,3312945.75159,1.69,23941.0,7960.05827126,136.61135589,15662,720660.68546,4704,41.106797979,0.00455,3258718,277
2016-06-23,42386.0695357,23319.0747276,1270,3085709.98148,1.57,10020.0,9033.65688876,13.86361238,4326,747532.223604,1652,7.974983775,0.00253,1569254,313
2016-06-24,182689.877383,35620.0671188,2759,3214596.07186,1.62,15277.0,7298.7013171,32.9718089,7599,814880.802362,2916,28.694319498,0.003876,1938142,255
2016-06-25,517266.705266,29896.5984472,1861,3322802.03636,1.67,14449.0,8145.57824813,15.09371446,5011,735407.618002,2128,17.0588503849,0.003876,1502435,291
2016-06-26,584603.843433,69257.7620345,4358,3293417.36842,1.65,10783.0,8107.86829796,67.01878798,11222,700753.937498,3702,41.6804720805,0.0045,2599152,308
2016-06-27,332521.268366,49270.7495894,3500,3039022.85714,1.52,133737.0,8084.20022212,125.34716545,8633,768028.723138,4197,40.0642311664,0.00419,2357152,284
2016-06-28,81041.9980263,44803.9163323,1497,3749558.5,1.86,38047.0,8057.98119555,12.11063084,4458,747785.026635,1803,9.40730619,0.003,1349283,284
2016-06-29,233633.449547,62483.7746135,3659,3902745.78846,1.93,79290.0,9102.09989241,69.4859243,8997,769436.338463,4083,49.7807417106,0.003876,2479382,316
2016-06-30,745578.927345,87899.7824594,5112,4218755.0,2.08,187842.0,7280.85026686,81.30858684,13070,853656.299725,4210,58.4771217472,0.00419,3163538,254
2016-07-01,89418.5356054,30897.986441,1383,4237790.94416,2.08,23880.0,7898.9831845,21.47016754,4029,749174.199147,1706,8.2705980656,0.00253,1260613,280
2016-07-02,669916.827287,67033.2256614,5836,4024124.85149,1.97,24283.0,9168.16015605,72.21389233,14119,722994.099757,4941,49.4261319673,0.003876,3364130,319
2016-07-03,108791.237216,70689.6940264,1316,4096090.81633,2.0,28905.0,8175.60021276,15.74965502,4202,830409.253537,1931,10.15753416,0.00253,1486121,283
2016-07-04,228181.682204,32517.1036042,3289,4047127.39086,1.96,20097.0,8503.77641163,42.89636639,8531,834765.912747,3093,35.1147492836,0.003876,2220449,294
2016-07-05,1002268.62271,44230.8707751,2922,4105266.68041,1.98,28275.0,8180.98059294,36.73385601,8298,844837.735898,2999,40.7324259738,0.003,2064014,284
2016-07-06,244446.515826,27217.6139493,3056,4062442.22222,1.96,17638.0,8210.81354251,32.22545852,8603,832047.271753,3024,49.427934444,0.003876,2083632,286
2016-07-07,195423.749422,48921.1320681,3540,3936204.53892,1.89,28198.0,8554.11303006,33.30309602,9106,864536.087322,3570,48.3430592925,0.003876,2834139,300
2016-07-08,173925.536561,27014.6810565,2233,3503296.95652,1.67,44830.0,7459.82056923,23.43483281,6193,948104.843743,2662,29.2414602548,0.003,1601385,264
2016-07-09,306836.746186,32255.9667397,3694,3883394.78659,1.85,13860.0,8076.00690427,32.67648474,9041,840444.883154,3213,48.9468192405,0.003876,2213437,290
2016-07-10,274002.208798,60965.1714441,5939,3468467.46512,1.64,13936.0,8843.42017536,99.51555262,13373,818440.376368,5655,37.6943040208,0.003876,3301225,313
2016-07-11,59751.047224,25199.7048695,1326,3633376.56471,1.72,15065.0,7780.29673343,9.10458687,3932,915464.469743,1777,8.66172349,0.00253,1232388,277
2016-07-12,567557.450202,64233.6670515,4835,3615826.13095,1.7,19566.0,7878.03379239,69.95569329,11872,873755.010055,4081,43.222279119,0.00419,3039677,278
2016-07-13,54225.6132047,31958.2180318,1137,3570699.13609,1.67,17697.0,6534.77976403,10.30583781,3351,776075.402808,1382,7.2597487498,0.00253,1190750,233
2016-07-14,590374.105706,36981.8313994,3543,3607823.26667,1.69,13207.0,9152.37055744,42.31311093,8995,654774.720186,3178,42.9680304183,0.003876,2221400,329
2016-07-15,170024.909652,51757.9776525,3047,3904327.34807,1.82,52673.0,8029.92299181,33.29258506,7742,759409.276142,2934,46.2732635274,0.003876,2037341,287
2016-07-16,194467.43817,43816.226099,3313,3881055.78947,1.8,22706.0,8378.86996335,26.44017604,8390,767137.347827,2806,45.687494916,0.0033,2068107,299
2016-07-17,274756.463209,34737.7784517,3949,3677059.83516,1.7,20333.0,7994.20757035,50.96005652,10439,804606.345724,3551,45.443680934,0.003876,2690764,287
2016-07-18,764919.245552,29566.5607168,1620,3949549.2809,1.82,9538.0,7768.51621947,22.0939209,5077,831523.746235,1425,25.381528263,0.003,1271551,275
2016-07-19,541126.672741,110259.554184,5910,3892520.0,1.78,18862.0,8250.2394627,185.52804539,16965,799841.615125,5146,43.0194730918,0.021,3319600,289
2016-07-20,105435.43186,42957.6395812,2226,3894949.69942,1.78,17470.0,8530.8783189,20.01649609,7111,784089.02872,1957,45.2562687246,0.003,1644990,300
2016-07-21,147683.470538,40028.6937013,3047,3802658.0,1.73,25652.0,7575.74887546,22.06864047,8328,804266.236035,2595,45.6230375054,0.003876,1883202,272
2016-07-22,221246.665846,27000.1898928,3836,3808346.43678,1.73,19713.0,8046.34418004,43.93064828,10024,758941.519929,3563,48.5207262807,0.00385218,2436473,284
2016-07-23,76076.8808557,27071.191394,1718,3844756.0,1.74,16589.0,8810.40844462,12.19168979,4927,729841.220451,2022,18.6018857382,0.003876,1444086,310
2016-07-24,153815.107206,36200.4218988,2853,3838955.98817,1.73,21025.0,8257.39307011,29.35498609,7987,821939.101981,2898,47.1796351593,0.003876,1965476,290
2016-07-25,199729.470051,68000.4743734,2706,3764008.41304,1.69,109722.0,6877.99682159,29.27694796,7589,850800.770494,2365,43.6604273391,0.003876,2282064,243
2016-07-26,443455.699612,175283.616171,4854,4175193.57558,1.87,75944.0,7433.07858605,185.90836634,12349,673429.85291,7003,47.6965669224,0.00455,3234738,260
2016-07-27,335488.611933,96648.2947072,3029,3782682.0355,1.68,36913.0,7711.15304066,83.5616526,6805,579522.296981,3006,34.1994023616,0.00787,2096639,305
